Problem,Error Type,Correct Answer,Incorrect Answer
"John has 190 boxes, and each box contains 52 chocolates. How many chocolates does he have in total?",Multiplication Error,9880,9883
"John has 94 boxes, and each box contains 105 chocolates. How many chocolates does he have in total?",Multiplication Error,9870,9872
"There are 176 cookies, and they need to be divided equally among 58 friends. How many cookies does each friend get?",Division Error,3.03448275862069,3.52070795237209
"John has 118 boxes, and each box contains 117 chocolates. How many chocolates does he have in total?",Multiplication Error,13806,13807
"There are 36 apples. If you add 79 more apples, how many apples do you have?",Addition Error,115,160
"There are 95 balloons. If 64 balloons pop, how many balloons are left?",Subtraction Error,31,49
"There are 8 balloons. If 50 balloons pop, how many balloons are left?",Subtraction Error,-42,35
"John has 42 boxes, and each box contains 106 chocolates. How many chocolates does he have in total?",Multiplication Error,4452,4456
"John has 159 boxes, and each box contains 49 chocolates. How many chocolates does he have in total?",Multiplication Error,7791,7794
"John has 29 boxes, and each box contains 122 chocolates. How many chocolates does he have in total?",Multiplication Error,3538,3543
"There are 57 cookies, and they need to be divided equally among 75 friends. How many cookies does each friend get?",Division Error,0.76,1.60166208019203
"There are 172 cookies, and they need to be divided equally among 147 friends. How many cookies does each friend get?",Division Error,1.17006802721088,1.52872594528896
"John has 46 boxes, and each box contains 61 chocolates. How many chocolates does he have in total?",Multiplication Error,2806,2808
"There are 9 balloons. If 5 balloons pop, how many balloons are left?",Subtraction Error,4,67
"There are 18 balloons. If 107 balloons pop, how many balloons are left?",Subtraction Error,-89,-51
"There are 151 apples. If you add 146 more apples, how many apples do you have?",Addition Error,297,391
"John has 144 boxes, and each box contains 67 chocolates. How many chocolates does he have in total?",Multiplication Error,9648,9657
"John has 21 boxes, and each box contains 120 chocolates. How many chocolates does he have in total?",Multiplication Error,2520,2527
"John has 191 boxes, and each box contains 12 chocolates. How many chocolates does he have in total?",Multiplication Error,2292,2295
"There are 52 balloons. If 169 balloons pop, how many balloons are left?",Subtraction Error,-117,-54
"There are 166 cookies, and they need to be divided equally among 157 friends. How many cookies does each friend get?",Division Error,1.05732484076433,1.27628660181798
"John has 124 boxes, and each box contains 147 chocolates. How many chocolates does he have in total?",Multiplication Error,18228,18232
"There are 60 balloons. If 8 balloons pop, how many balloons are left?",Subtraction Error,52,125
"There are 172 apples. If you add 163 more apples, how many apples do you have?",Addition Error,335,409
"There are 128 balloons. If 111 balloons pop, how many balloons are left?",Subtraction Error,17,95
"There are 16 apples. If you add 184 more apples, how many apples do you have?",Addition Error,200,288
"There are 60 apples. If you add 140 more apples, how many apples do you have?",Addition Error,200,208
"John has 4 boxes, and each box contains 120 chocolates. How many chocolates does he have in total?",Multiplication Error,480,490
"There are 192 cookies, and they need to be divided equally among 189 friends. How many cookies does each friend get?",Division Error,1.01587301587302,1.90980777486943
"There are 34 cookies, and they need to be divided equally among 193 friends. How many cookies does each friend get?",Division Error,0.176165803108808,1.01444641671503
"There are 89 apples. If you add 144 more apples, how many apples do you have?",Addition Error,233,302
"There are 101 cookies, and they need to be divided equally among 74 friends. How many cookies does each friend get?",Division Error,1.36486486486487,2.02959159954327
"There are 146 apples. If you add 2 more apples, how many apples do you have?",Addition Error,148,219
"There are 125 apples. If you add 21 more apples, how many apples do you have?",Addition Error,146,197
"John has 191 boxes, and each box contains 37 chocolates. How many chocolates does he have in total?",Multiplication Error,7067,7070
"John has 153 boxes, and each box contains 141 chocolates. How many chocolates does he have in total?",Multiplication Error,21573,21575
"There are 100 apples. If you add 48 more apples, how many apples do you have?",Addition Error,148,191
"There are 73 balloons. If 46 balloons pop, how many balloons are left?",Subtraction Error,27,100
"There are 136 cookies, and they need to be divided equally among 61 friends. How many cookies does each friend get?",Division Error,2.22950819672131,2.99207269090254
"There are 186 balloons. If 86 balloons pop, how many balloons are left?",Subtraction Error,100,173
"John has 56 boxes, and each box contains 178 chocolates. How many chocolates does he have in total?",Multiplication Error,9968,9973
"There are 76 apples. If you add 51 more apples, how many apples do you have?",Addition Error,127,220
"There are 153 apples. If you add 95 more apples, how many apples do you have?",Addition Error,248,326
"There are 198 cookies, and they need to be divided equally among 167 friends. How many cookies does each friend get?",Division Error,1.18562874251497,1.45061495470906
"There are 97 apples. If you add 166 more apples, how many apples do you have?",Addition Error,263,347
"There are 18 cookies, and they need to be divided equally among 93 friends. How many cookies does each friend get?",Division Error,0.193548387096774,0.945711909902717
"There are 105 balloons. If 108 balloons pop, how many balloons are left?",Subtraction Error,-3,13
"John has 157 boxes, and each box contains 134 chocolates. How many chocolates does he have in total?",Multiplication Error,21038,21045
"John has 193 boxes, and each box contains 29 chocolates. How many chocolates does he have in total?",Multiplication Error,5597,5599
"John has 58 boxes, and each box contains 123 chocolates. How many chocolates does he have in total?",Multiplication Error,7134,7143
"There are 57 balloons. If 161 balloons pop, how many balloons are left?",Subtraction Error,-104,-12
"There are 102 balloons. If 189 balloons pop, how many balloons are left?",Subtraction Error,-87,-71
"There are 182 balloons. If 138 balloons pop, how many balloons are left?",Subtraction Error,44,116
"There are 11 apples. If you add 55 more apples, how many apples do you have?",Addition Error,66,163
"There are 136 balloons. If 95 balloons pop, how many balloons are left?",Subtraction Error,41,121
"There are 145 cookies, and they need to be divided equally among 41 friends. How many cookies does each friend get?",Division Error,3.53658536585366,4.35867527271879
"There are 146 apples. If you add 134 more apples, how many apples do you have?",Addition Error,280,362
"There are 58 balloons. If 167 balloons pop, how many balloons are left?",Subtraction Error,-109,-97
"There are 181 apples. If you add 163 more apples, how many apples do you have?",Addition Error,344,417
"There are 107 balloons. If 155 balloons pop, how many balloons are left?",Subtraction Error,-48,32
"There are 164 cookies, and they need to be divided equally among 90 friends. How many cookies does each friend get?",Division Error,1.82222222222222,2.54279734052372
"There are 26 cookies, and they need to be divided equally among 86 friends. How many cookies does each friend get?",Division Error,0.302325581395349,0.618940603587355
"There are 62 balloons. If 102 balloons pop, how many balloons are left?",Subtraction Error,-40,-39
"There are 127 balloons. If 135 balloons pop, how many balloons are left?",Subtraction Error,-8,11
"There are 127 cookies, and they need to be divided equally among 189 friends. How many cookies does each friend get?",Division Error,0.671957671957672,1.28832557969371
